iter,time,Mx,My,Mz,DMx,DMy,DMz,x,y,z,rxx,rxy,rxz,ryx,ryy,ryz,rzx,rzy,rzz
7,2.628038,1.692286,4.065883,5.824429,-0.293042,-1.937124,2.452817,0.082435,0.138952,0.350989,0.354794,0.641117,0.680507,-0.623541,0.707771,-0.332051,-0.694541,-0.306521,0.65089
5,2.157265,2.11484,5.695794,5.605292,0.422554,1.629911,-0.219137,0.115055,0.136549,0.338635,0.490274,0.630157,0.602108,-0.712324,0.688895,-0.134233,-0.499381,-0.363087,0.786629
7,2.559445,3.083125,5.461307,5.30496,0.968285,-0.234487,-0.300333,0.105501,0.134645,0.344357,0.439979,0.63121,0.638742,-0.853037,0.515715,0.079793,-0.279043,-0.579978,0.76535
9,3.538636,1.513152,5.879288,5.056476,-1.569974,0.41798,-0.248483,0.124264,0.122158,0.341941,0.542561,0.563628,0.622858,-0.572936,0.792192,-0.210182,-0.611894,-0.242824,0.752743
10,3.592907,3.268976,5.772881,3.319583,1.755825,-0.106406,-1.736894,0.11981,0.093783,0.357099,0.521208,0.458188,0.720004,-0.819785,0.505817,0.268518,-0.241159,-0.730204,0.639253
10,3.932026,1.336277,6.603712,5.155757,-1.9327,0.830831,1.836175,0.1395,0.122848,0.332669,0.605724,0.561023,0.564227,-0.536806,0.813505,-0.223717,-0.584519,-0.167371,0.79393
9,3.717128,2.785434,5.834992,6.478265,1.449157,-0.76872,1.322507,0.109665,0.157035,0.327803,0.446408,0.717753,0.534369,-0.835037,0.549144,-0.033968,-0.317828,-0.431056,0.844497
5,1.777943,2.37094,6.214652,6.03958,-0.414495,0.37966,-0.438684,0.122091,0.146578,0.328479,0.509561,0.671218,0.538344,-0.761473,0.643799,-0.075379,-0.397183,-0.371526,0.839174
12,4.909318,4.450632,4.413203,4.554288,2.079692,-1.80145,-1.485292,0.079115,0.121631,0.361365,0.318302,0.582778,0.747699,-0.947494,0.157668,0.278202,0.044242,-0.796994,0.602365
10,3.768782,2.274391,5.977616,5.983019,-2.176241,1.564413,1.428731,0.118262,0.144944,0.331678,0.496418,0.66469,0.558352,-0.747395,0.655425,-0.108714,-0.438222,-0.363345,0.822157
6,2.339812,2.701507,6.526106,6.324135,0.427117,0.54849,0.341116,0.124614,0.153861,0.321884,0.509785,0.701926,0.497411,-0.808842,0.588009,0.004461,-0.289353,-0.404603,0.867509
9,3.372097,3.49476,4.035896,5.985726,0.793252,-2.49021,-0.338409,0.069595,0.147642,0.349916,0.272685,0.686336,0.67423,-0.930383,0.366523,0.006963,-0.242342,-0.629193,0.738503
7,2.578769,2.544644,4.669761,4.32831,-0.950115,0.633865,-1.657416,0.095762,0.110791,0.360505,0.41594,0.526205,0.741689,-0.771651,0.635851,-0.015749,-0.479892,-0.565776,0.670524
7,2.749991,1.713625,6.623524,5.470929,-0.831019,1.953763,1.142619,0.136618,0.131509,0.329465,0.585178,0.601163,0.544215,-0.625701,0.763044,-0.162053,-0.512686,-0.245688,0.822673
7,3.042391,1.580876,5.318413,3.612228,-0.132749,-1.305111,-1.858701,0.116402,0.09135,0.359581,0.521289,0.432606,0.735602,-0.54876,0.830453,-0.095973,-0.652403,-0.353641,0.670305
7,2.436531,2.291595,3.30411,6.053915,0.710719,-2.014303,2.441687,0.061197,0.1449,0.353819,0.25155,0.669695,0.698735,-0.753797,0.591335,-0.286553,-0.605101,-0.454631,0.653577
10,3.674392,4.05695,6.501971,5.188238,1.765355,3.197861,-0.865678,0.120894,0.138324,0.334536,0.48904,0.653729,0.577476,-0.872148,0.324997,0.365697,0.051389,-0.682488,0.729088
8,3.239434,3.390105,3.433343,4.175645,-0.666844,-3.068628,-1.012593,0.064915,0.107819,0.371485,0.271811,0.515432,0.81268,-0.908085,0.416782,0.040921,-0.317618,-0.749105,0.581343
12,5.151169,1.959317,6.54283,3.572814,-1.430788,3.109488,-0.60283,0.140318,0.093091,0.34626,0.617754,0.441972,0.650416,-0.612299,0.789261,0.046443,-0.492821,-0.42694,0.758188
11,4.010742,4.593477,4.667155,4.017595,2.634159,-1.875676,0.444781,0.086717,0.111469,0.36357,0.356263,0.540938,0.761881,-0.931085,0.125549,0.342516,0.089627,-0.831405,0.54839
10,3.673575,2.750979,6.148921,3.724324,-1.842498,1.481767,-0.293271,0.128229,0.100532,0.350085,0.557652,0.483089,0.675019,-0.756475,0.630928,0.172268,-0.342667,-0.6067,0.717282
8,2.890929,4.103912,6.275739,3.897138,1.352933,0.126818,0.172814,0.123254,0.111473,0.347887,0.517553,0.542536,0.66166,-0.857376,0.302809,0.416189,0.025441,-0.782698,0.621882
7,2.839158,3.09916,4.899123,3.780894,-1.004752,-1.376616,-0.116244,0.100157,0.101428,0.362763,0.434301,0.489241,0.756324,-0.838458,0.52654,0.140512,-0.32949,-0.69517,0.638885
8,3.22345,1.353078,3.570809,4.208844,-1.746082,-1.328315,0.427951,0.07748,0.10294,0.369962,0.347749,0.484512,0.802695,-0.502198,0.820932,-0.271785,-0.790651,-0.308602,0.528806
5,2.109556,1.292549,4.937464,5.549155,-0.060529,1.366655,1.34031,0.104395,0.131643,0.346517,0.45725,0.604938,0.651899,-0.528306,0.777593,-0.340942,-0.713176,-0.188511,0.675162
11,4.411297,3.94374,5.402265,3.63282,2.651191,0.464801,-1.916335,0.107519,0.10288,0.359156,0.457897,0.502464,0.73339,-0.887582,0.32125,0.330147,-0.069714,-0.80212,0.593079
9,3.291283,2.793883,5.330165,4.951401,-1.149857,-0.0721,1.318581,0.106044,0.12591,0.348935,0.450543,0.592603,0.667707,-0.812528,0.581919,0.034187,-0.368293,-0.557934,0.743687
6,2.710164,2.256155,5.245448,3.488834,-0.537728,-0.084717,-1.462567,0.112399,0.091814,0.361257,0.498611,0.440623,0.746484,-0.691207,0.721715,0.03689,-0.522495,-0.534369,0.664417
10,3.941182,4.210961,5.565144,5.094458,1.954806,0.319696,1.605624,0.101711,0.13517,0.345772,0.410166,0.641429,0.648331,-0.912041,0.256118,0.320287,0.039393,-0.722677,0.690062
6,1.97889,3.509025,4.609704,5.149054,-0.701936,-0.95544,0.054596,0.085734,0.13166,0.353974,0.351945,0.621283,0.700101,-0.910928,0.398961,0.105076,-0.214031,-0.674723,0.706356
9,3.576617,2.247506,3.419729,6.125272,-1.261518,-1.189975,0.976218,0.063798,0.146371,0.352264,0.263057,0.675563,0.688778,-0.74656,0.597781,-0.292072,-0.609063,-0.437391,0.661612
9,3.817731,3.472773,3.587548,4.840515,1.225267,0.167819,-1.284757,0.065095,0.1228,0.364753,0.26535,0.5813,0.769207,-0.92187,0.386472,0.028197,-0.280886,-0.716592,0.638435
9,3.758694,2.179124,6.660346,5.515926,-1.293649,3.072798,0.675411,0.134336,0.135085,0.3287,0.568378,0.621086,0.539628,-0.710351,0.701775,-0.053979,-0.412225,-0.352646,0.840066
7,3.022052,1.878896,4.186253,6.607504,-0.300228,-2.474094,1.091578,0.081337,0.155446,0.341046,0.340583,0.709201,0.617282,-0.681651,0.642427,-0.350198,-0.644937,-0.301508,0.702246
7,2.41453,2.539655,3.443675,5.74994,0.660759,-0.742578,-0.857563,0.063764,0.139403,0.356365,0.262308,0.647937,0.715103,-0.799545,0.562847,-0.209598,-0.538306,-0.516785,0.665703
7,2.80667,3.115692,5.808169,5.496733,0.576037,2.364494,-0.253207,0.111509,0.139103,0.338877,0.461903,0.649384,0.604107,-0.852026,0.513689,0.100876,-0.244816,-0.56131,0.790567
10,3.793858,4.439533,4.503489,3.448938,1.323841,-1.304681,-2.047796,0.087005,0.098077,0.368945,0.366365,0.481179,0.796394,-0.931048,0.16085,0.327532,0.029502,-0.861481,0.506933
7,2.663558,3.83846,5.897655,5.334164,-0.601074,1.394166,1.885226,0.109506,0.139166,0.339831,0.444567,0.655404,0.610578,-0.89532,0.356611,0.266892,-0.042817,-0.665315,0.745334
8,3.420875,1.79545,5.97261,4.978541,-2.04301,0.074955,-0.355623,0.124914,0.122005,0.341676,0.542305,0.565628,0.621265,-0.631683,0.762991,-0.137188,-0.551621,-0.318047,0.771077
7,2.779265,1.304668,3.405663,3.929106,-0.490782,-2.566947,-1.049435,0.074536,0.096459,0.37328,0.336435,0.45542,0.824259,-0.481984,0.836739,-0.259922,-0.808072,-0.309836,0.501019
9,3.597578,1.728397,6.043824,6.351236,0.423729,2.638161,2.42213,0.121777,0.149418,0.326696,0.514865,0.67625,0.526877,-0.65583,0.709406,-0.258127,-0.548339,-0.212645,0.808769
11,4.055803,4.415782,6.421212,3.835773,2.687386,0.377388,-2.515462,0.124845,0.112136,0.34675,0.520394,0.548276,0.654663,-0.848508,0.223204,0.479806,0.116944,-0.805185,0.581378
7,2.721175,3.585164,6.566084,4.879376,-0.830619,0.144872,1.043603,0.126787,0.129811,0.336363,0.52507,0.614716,0.58858,-0.848491,0.440039,0.293987,-0.07828,-0.65377,0.752633
10,4.120033,1.688536,6.505955,6.55396,-1.896628,-0.060129,1.674584,0.130359,0.152795,0.319136,0.547047,0.686007,0.479723,-0.654244,0.711015,-0.257725,-0.517901,-0.172871,0.837791
11,4.096087,4.568124,6.335789,5.339416,2.879588,-0.170166,-1.214544,0.113385,0.143382,0.335301,0.447846,0.678131,0.582729,-0.876677,0.195524,0.439553,0.184138,-0.707722,0.682072
13,4.958995,1.710953,6.169268,4.184349,-2.857171,-0.166521,-1.155068,0.131926,0.104738,0.346214,0.580306,0.490581,0.650057,-0.587986,0.805046,-0.078564,-0.56187,-0.336635,0.755631
9,4.248963,2.980964,6.426001,5.948254,1.270011,0.256732,1.763905,0.122539,0.147964,0.327289,0.502276,0.682235,0.531295,-0.832732,0.546679,0.087746,-0.230584,-0.4865,0.842703
6,2.525441,2.536916,5.26358,6.436037,-0.444048,-1.162421,0.487783,0.100023,0.154886,0.333947,0.411512,0.708964,0.572738,-0.805941,0.577879,-0.128512,-0.422087,-0.408712,0.809195
7,2.648405,2.908153,6.330615,4.702084,0.371236,1.067036,-1.733953,0.126952,0.12232,0.340416,0.53853,0.577354,0.613716,-0.796544,0.586369,0.147268,-0.274839,-0.568161,0.775666
8,2.987788,1.511702,4.05402,6.505766,-1.39645,-2.276596,1.803682,0.081375,0.15218,0.343202,0.346927,0.694009,0.630867,-0.591441,0.688615,-0.419532,-0.725607,-0.227581,0.649385
8,2.864029,2.435591,6.012421,5.627313,0.923889,1.958402,-0.878453,0.119387,0.138644,0.335109,0.502975,0.640792,0.580001,-0.763797,0.643951,-0.044061,-0.401728,-0.420843,0.81333
6,2.259636,2.214621,4.769946,6.505717,-0.22097,-1.242475,0.878403,0.09174,0.154791,0.337549,0.381018,0.707431,0.595287,-0.753055,0.613631,-0.237414,-0.53325,-0.35783,0.766552
5,1.875404,2.153072,5.491798,5.828024,-0.061549,0.721852,-0.677693,0.109773,0.141203,0.338404,0.465251,0.650189,0.600663,-0.726063,0.669857,-0.155319,-0.50335,-0.36386,0.783738
10,3.536825,4.540751,6.732706,5.361458,2.38768,1.240908,-0.466566,0.121111,0.144559,0.330428,0.478338,0.682783,0.552269,-0.857536,0.217235,0.466306,0.198416,-0.696649,0.689429
11,4.063876,1.430655,3.837691,3.728365,-3.110097,-2.895015,-1.633093,0.084332,0.092744,0.371663,0.380601,0.439178,0.813797,-0.51611,0.832143,-0.2029,-0.766311,-0.342787,0.543383
14,5.419803,4.402964,4.609144,6.026637,2.97231,0.771454,2.298272,0.075413,0.1522,0.345275,0.283532,0.709351,0.645314,-0.957474,0.170141,0.233016,0.055496,-0.683939,0.727426
8,2.818556,2.576645,3.415074,5.443069,-1.82632,-1.19407,-0.583569,0.064004,0.133052,0.359797,0.265535,0.621377,0.737144,-0.802783,0.567503,-0.182976,-0.532034,-0.543186,0.64953
7,2.759716,3.57809,5.114015,4.559499,1.001445,1.698941,-0.88357,0.098838,0.120552,0.354763,0.414212,0.575473,0.705166,-0.893735,0.404482,0.193991,-0.17359,-0.710585,0.681862
7,2.700996,4.569476,5.463771,5.482793,0.991387,0.349756,0.923294,0.095096,0.144124,0.343213,0.371299,0.679836,0.632424,-0.918633,0.163284,0.359795,0.141337,-0.714559,0.685149
11,4.642857,1.64889,3.866236,4.979607,-2.920587,-1.597535,-0.503186,0.080757,0.12093,0.361079,0.354386,0.564787,0.745269,-0.596732,0.752346,-0.279081,-0.718332,-0.345829,0.603657
8,3.569177,3.660626,3.734451,5.497406,2.011737,-0.131785,0.517798,0.064227,0.137446,0.357384,0.252397,0.644265,0.721954,-0.943096,0.330392,0.037559,-0.214331,-0.690353,0.690995
7,2.438908,2.734551,6.627692,5.552268,-0.926075,2.893241,0.054862,0.13003,0.138913,0.328916,0.541874,0.642938,0.541297,-0.790532,0.608246,0.071394,-0.28334,-0.4666,0.837856
7,2.5469,1.714035,6.438163,6.393014,-1.020516,-0.189529,0.840747,0.129496,0.149891,0.321789,0.545349,0.675533,0.496236,-0.654477,0.715864,-0.243309,-0.51961,-0.19209,0.83253
10,3.59711,3.007893,6.103159,3.630142,1.293858,-0.335003,-2.762872,0.126483,0.099794,0.351328,0.548457,0.482347,0.683034,-0.787655,0.573445,0.225299,-0.283011,-0.661563,0.694434
7,2.750904,2.906632,3.681302,5.585055,-0.101261,-2.421857,1.954913,0.067361,0.137262,0.356622,0.275039,0.640697,0.716841,-0.858745,0.499994,-0.112081,-0.430229,-0.584761,0.687719
7,2.624867,4.321052,3.46903,5.488218,1.41442,-0.212272,-0.096837,0.054454,0.137897,0.359503,0.200887,0.646793,0.735733,-0.979027,0.155304,0.131858,-0.028977,-0.746792,0.664426
7,2.437761,3.585567,6.224477,4.849567,-0.735484,2.755447,-0.638651,0.120178,0.128676,0.340607,0.498998,0.610246,0.615305,-0.861563,0.430359,0.269258,-0.100489,-0.664484,0.740515
8,2.720562,2.287535,3.8901,4.092933,-1.298033,-2.334377,-0.756634,0.080658,0.103698,0.368716,0.353999,0.493152,0.794661,-0.726075,0.68094,-0.095585,-0.588256,-0.543149,0.59912
10,3.882979,3.578526,6.538599,5.567983,1.290992,2.6485,1.47505,0.122654,0.143584,0.330186,0.498164,0.670445,0.549851,-0.86483,0.434167,0.252127,-0.06969,-0.601129,0.796108
7,2.807297,3.540265,6.568584,3.585019,-0.038261,0.029985,-1.982963,0.133527,0.102506,0.346342,0.571044,0.499377,0.65156,-0.8146,0.454514,0.360338,-0.116199,-0.736534,0.666345
8,3.223513,4.398115,3.761811,5.839704,0.85785,-2.806773,2.254684,0.058467,0.146097,0.353851,0.213217,0.681881,0.699698,-0.976833,0.141858,0.160231,0.010001,-0.717652,0.69633
7,2.646231,4.349199,6.384366,5.748153,-0.048916,2.622555,-0.091551,0.113342,0.150531,0.330558,0.444611,0.704732,0.552879,-0.886903,0.251191,0.387693,0.134342,-0.662725,0.736714
10,4.108523,2.490541,4.784848,3.613067,-1.858658,-1.599517,-2.135085,0.101054,0.095032,0.364861,0.446071,0.456615,0.769756,-0.745518,0.665369,0.03856,-0.494565,-0.591068,0.637217
5,1.709536,2.804462,3.879279,5.531332,0.31392,-0.905569,1.918265,0.072536,0.136176,0.35575,0.299657,0.635895,0.711226,-0.841557,0.528326,-0.112491,-0.447295,-0.564833,0.693463
9,3.48913,4.087156,6.117894,6.070551,1.282695,2.238615,0.539219,0.10807,0.155165,0.32998,0.423016,0.72086,0.549015,-0.905313,0.300623,0.300059,0.051254,-0.623961,0.779773
7,2.642871,4.494576,3.863749,4.943089,0.40742,-2.254145,-1.127462,0.064909,0.128185,0.36218,0.251021,0.608338,0.752937,-0.967434,0.127401,0.218726,0.037135,-0.783321,0.620507
6,2.352325,4.304617,5.07459,3.952348,-0.189959,1.210841,-0.990741,0.0972,0.110317,0.36023,0.405606,0.536016,0.740385,-0.91492,0.215775,0.34112,0.023089,-0.815757,0.577934
9,3.702399,3.058267,5.99721,6.559258,-1.24635,0.922619,2.60691,0.110537,0.159892,0.325247,0.443932,0.730733,0.518607,-0.864096,0.501975,0.036871,-0.233385,-0.464496,0.854268
5,1.904105,3.348398,6.673109,6.656192,0.290132,0.675899,0.096934,0.120976,0.163501,0.316649,0.478021,0.744832,0.465533,-0.871597,0.466731,0.149936,-0.105602,-0.47743,0.872301
10,4.002948,4.50703,6.627163,4.736282,1.158632,-0.045946,-1.91991,0.123123,0.131677,0.337341,0.497695,0.63066,0.595456,-0.852643,0.216397,0.475575,0.171072,-0.744411,0.645435
14,5.130591,1.929354,4.521032,6.385767,-2.577676,-2.106131,1.649485,0.088884,0.15129,0.341026,0.374389,0.69205,0.617171,-0.691985,0.65485,-0.303857,-0.614452,-0.313319,0.724072
7,2.554074,2.639081,6.570569,5.941157,0.709727,2.049537,-0.44461,0.127716,0.146098,0.32554,0.528755,0.670725,0.520141,-0.790388,0.612337,0.018177,-0.306311,-0.420725,0.853911
6,2.413787,2.249944,5.56278,6.699495,-0.389137,-1.007789,0.758337,0.107066,0.158835,0.327782,0.442065,0.720773,0.533915,-0.762797,0.6175,-0.191922,-0.468031,-0.322432,0.822791
8,3.080058,4.193292,5.626498,6.272145,1.943348,0.063718,-0.42735,0.096357,0.158605,0.332981,0.370563,0.734994,0.567862,-0.927573,0.256224,0.271952,0.054383,-0.627509,0.776708
12,4.701061,1.609958,5.515748,4.801144,-2.583334,-0.110751,-1.471,0.117013,0.117334,0.348148,0.513538,0.545491,0.662359,-0.587798,0.787293,-0.186181,-0.623036,-0.293725,0.72495
7,2.641065,2.32856,3.603126,5.158117,0.718602,-1.912622,0.356973,0.070587,0.126601,0.361364,0.300162,0.592974,0.747185,-0.751578,0.630878,-0.192676,-0.58564,-0.503739,0.635038
8,2.952135,3.26191,5.744236,5.640838,0.93335,2.14111,0.48272,0.108571,0.142588,0.338143,0.445579,0.664818,0.599563,-0.870463,0.477759,0.118496,-0.207668,-0.574697,0.791579
6,2.230475,3.480945,6.730217,6.07747,0.219035,0.985982,0.436632,0.124266,0.153236,0.322561,0.497951,0.706945,0.502268,-0.864205,0.4539,0.217081,-0.074515,-0.542158,0.836966
6,2.109429,2.771434,6.5908,6.555756,-0.709511,-0.139418,0.478286,0.124231,0.158654,0.318506,0.503442,0.720757,0.476503,-0.821403,0.570245,0.01086,-0.263897,-0.396869,0.879121
6,2.136606,2.258515,4.866933,5.842239,-0.512919,-1.723866,-0.713517,0.096006,0.141719,0.344246,0.405575,0.65486,0.637705,-0.748597,0.639877,-0.173667,-0.521786,-0.406953,0.749752
6,2.375669,2.798495,4.549211,5.574662,0.53998,-0.317722,-0.267576,0.086896,0.137963,0.350012,0.361831,0.643457,0.674567,-0.836334,0.544255,-0.065814,-0.409487,-0.540353,0.735077
5,1.875255,2.682247,3.87938,6.748938,-0.116248,-0.669831,1.174276,0.068549,0.160436,0.341803,0.271925,0.733965,0.622376,-0.837288,0.501923,-0.216845,-0.471549,-0.462151,0.751038
9,4.063855,1.712495,6.004626,3.728218,-0.969753,2.125246,-3.02072,0.129932,0.094837,0.35146,0.576262,0.448008,0.683528,-0.575786,0.816272,-0.046594,-0.57882,-0.366716,0.728345
7,2.65708,1.833025,4.543095,4.126856,0.12053,-1.461532,0.398638,0.097097,0.10343,0.363106,0.431042,0.488991,0.758347,-0.624465,0.769023,-0.136551,-0.649962,-0.414704,0.636843
10,3.818929,3.462013,3.566295,6.024692,1.628988,-0.976799,1.897836,0.059457,0.147389,0.35279,0.228473,0.68426,0.692523,-0.932576,0.35853,-0.041932,-0.276984,-0.636253,0.720043
7,2.627055,3.621118,5.949748,5.272671,0.159105,2.383452,-0.752021,0.112268,0.137045,0.339766,0.4602,0.645049,0.610023,-0.882454,0.409812,0.230929,-0.101034,-0.644591,0.757822
7,2.777811,4.251143,5.792963,6.539064,0.630026,-0.156785,1.266393,0.097677,0.16421,0.328253,0.370566,0.75683,0.538414,-0.925411,0.247547,0.286941,0.083882,-0.604585,0.792112
8,3.372587,3.09284,5.223642,5.121941,-1.158303,-0.569321,-1.417123,0.101326,0.130593,0.348475,0.42453,0.614561,0.664897,-0.855882,0.511661,0.075289,-0.293933,-0.601037,0.743208
7,2.796486,2.439633,6.224383,6.797931,-0.653207,1.000741,1.67599,0.118417,0.161554,0.31967,0.483131,0.729959,0.483472,-0.79049,0.602425,-0.1105,-0.37192,-0.328797,0.868083
7,2.581119,1.974057,6.524315,4.250003,-0.465576,0.299932,-2.547928,0.137593,0.107719,0.341578,0.599548,0.505262,0.620687,-0.63751,0.770396,-0.008446,-0.482443,-0.390631,0.784
6,2.537406,1.564362,6.857231,5.916438,-0.409695,0.332916,1.666435,0.140425,0.139362,0.322015,0.596812,0.629465,0.497584,-0.609829,0.761197,-0.220654,-0.517661,-0.171754,0.838169
7,2.822731,2.168038,4.861187,5.571256,0.603676,-1.996044,-0.345182,0.097452,0.1358,0.347147,0.415796,0.629778,0.65612,-0.725893,0.665884,-0.172275,-0.5454,-0.404645,0.734031
7,2.832527,2.649662,4.298256,5.237323,0.481624,-0.562932,-0.333933,0.083729,0.130123,0.355465,0.353505,0.609785,0.709363,-0.809751,0.579801,-0.090188,-0.466288,-0.542529,0.698741
5,2.078811,3.334338,3.957238,5.770953,0.684676,-0.341017,0.53363,0.06992,0.142706,0.352795,0.278718,0.665391,0.692511,-0.913338,0.406748,-0.019229,-0.294473,-0.62714,0.721097
5,2.157019,3.342393,4.96652,6.622406,0.008055,1.009282,0.851453,0.087251,0.16127,0.334804,0.34256,0.740179,0.578608,-0.911247,0.411477,0.017754,-0.224943,-0.533338,0.815445
11,4.186069,4.054901,6.353942,4.060286,0.712508,1.387422,-2.562121,0.124207,0.114848,0.345763,0.519742,0.556536,0.648179,-0.856108,0.318737,0.4068,0.0198,-0.766348,0.642121
5,2.056373,3.415582,5.824262,4.292038,-0.639319,-0.52968,0.231753,0.115772,0.115547,0.349677,0.490916,0.553624,0.672683,-0.85281,0.465054,0.237572,-0.181309,-0.690299,0.700439
8,3.157033,1.786717,4.53555,6.169234,-1.628865,-1.288712,1.877196,0.090949,0.146399,0.34337,0.387338,0.671221,0.632005,-0.657199,0.685035,-0.31435,-0.643958,-0.2936,0.706482
10,3.976308,3.590466,4.771043,4.427486,1.803749,0.235493,-1.741747,0.09211,0.117055,0.359057,0.386787,0.560026,0.732643,-0.902384,0.393921,0.174728,-0.190751,-0.728708,0.657722
10,3.873334,1.658727,4.113944,5.955329,-1.931739,-0.657099,1.527843,0.083299,0.141543,0.349171,0.357922,0.651519,0.668891,-0.618333,0.705569,-0.346175,-0.697504,-0.2897,0.655409
6,2.311543,2.659437,4.731172,5.489929,1.00071,0.617228,-0.4654,0.091984,0.135924,0.349271,0.386523,0.634006,0.669803,-0.811887,0.579016,-0.074695,-0.435186,-0.514936,0.738548
6,2.208625,2.394092,4.383816,6.552673,-0.265345,-0.347356,1.062744,0.082147,0.156161,0.340282,0.336899,0.714969,0.612632,-0.786294,0.574145,-0.228253,-0.514942,-0.404817,0.755618
8,3.079665,3.939851,4.823104,5.601474,1.545759,0.439289,-0.951199,0.085317,0.142822,0.347755,0.338415,0.670013,0.660726,-0.938188,0.294374,0.182067,-0.072513,-0.681499,0.728218
10,3.972203,1.648419,4.187048,6.355676,-2.291432,-0.636056,0.754202,0.083735,0.149643,0.344013,0.356534,0.684349,0.636042,-0.623985,0.685168,-0.375749,-0.692959,-0.26292,0.671328
10,4.15621,3.996726,5.044678,6.122808,2.348307,0.857629,-0.232868,0.086758,0.153873,0.340175,0.336489,0.714971,0.612855,-0.94087,0.281519,0.188444,-0.037798,-0.640027,0.767423
9,3.338042,2.242487,3.806435,4.511249,-1.75424,-1.238243,-1.61156,0.077679,0.112636,0.365876,0.337896,0.532182,0.776278,-0.724064,0.674787,-0.142807,-0.599825,-0.513825,0.613346
6,2.191991,2.210856,4.416954,6.139796,-0.031631,0.610519,1.628547,0.08565,0.147326,0.344803,0.358854,0.678275,0.641222,-0.745047,0.624341,-0.234742,-0.55957,-0.393508,0.729406
7,2.877633,1.468223,5.138129,4.215005,-0.742633,0.721175,-1.924791,0.111425,0.104009,0.356878,0.496356,0.487652,0.718211,-0.538839,0.822777,-0.180806,-0.679102,-0.297258,0.671161
7,3.011925,1.879577,5.005535,6.482336,0.411353,-0.132594,2.267331,0.099079,0.153037,0.335631,0.417413,0.697001,0.583057,-0.686479,0.665531,-0.292942,-0.592236,-0.277985,0.756294
7,2.629239,2.142777,3.606513,5.584778,0.263201,-1.399022,-0.897558,0.070347,0.135094,0.356963,0.297837,0.628125,0.718855,-0.718803,0.645406,-0.258408,-0.626275,-0.439758,0.643733
5,2.391405,2.160784,4.078663,5.012549,0.018007,0.47215,-0.572229,0.082511,0.123481,0.35927,0.356142,0.578681,0.733684,-0.715038,0.675547,-0.179883,-0.599737,-0.460552,0.654375
10,3.892127,4.513964,5.792179,4.71406,2.35318,1.713516,-0.298489,0.106624,0.129185,0.346972,0.431487,0.61913,0.656123,-0.894267,0.186162,0.406977,0.129827,-0.762359,0.633998
10,3.57423,2.38039,5.534448,3.727134,-2.133574,-0.257731,-0.986926,0.117179,0.097974,0.356704,0.515574,0.468762,0.717248,-0.714561,0.697076,0.059061,-0.472291,-0.542968,0.694354
7,2.780763,1.767811,4.164433,4.631685,-0.61258,-1.370015,0.904551,0.087647,0.11397,0.362024,0.386238,0.535049,0.751361,-0.6199,0.755181,-0.213134,-0.681457,-0.383452,0.623362
10,3.599465,4.100957,4.738749,4.582493,2.333147,0.574316,-0.049192,0.087866,0.122063,0.358206,0.360183,0.584135,0.727361,-0.932392,0.260109,0.250976,-0.042589,-0.768584,0.63833
7,2.979602,3.710635,5.686413,6.178231,-0.390322,0.947664,1.595738,0.101569,0.15502,0.333177,0.401742,0.717782,0.568676,-0.912169,0.368005,0.180332,-0.079837,-0.591176,0.802582
5,1.773952,3.525851,5.297495,6.851087,-0.184784,-0.388918,0.672857,0.091493,0.166692,0.329041,0.353827,0.761795,0.542655,-0.922536,0.378857,0.073446,-0.149639,-0.526607,0.836835
8,3.422932,2.613359,6.421467,3.901693,-0.912492,1.123972,-2.949394,0.133699,0.103899,0.345604,0.57969,0.496036,0.646458,-0.734209,0.662237,0.149594,-0.353904,-0.561353,0.748087
9,3.574902,3.793317,3.910326,6.806281,1.179958,-2.511142,2.904588,0.060859,0.164276,0.341289,0.22087,0.753093,0.619732,-0.961954,0.272736,0.016101,-0.156898,-0.599713,0.784683
11,4.415313,2.241965,6.834117,6.551074,-1.551352,2.923792,-0.255207,0.132752,0.155642,0.315456,0.546399,0.701707,0.457227,-0.747862,0.655739,-0.103483,-0.37244,-0.285402,0.883082
7,2.646754,2.496865,4.091887,5.47789,0.2549,-2.74223,-1.073185,0.079262,0.134417,0.354626,0.333601,0.627021,0.703957,-0.788454,0.59617,-0.151397,-0.514612,-0.504536,0.693267
7,3.088638,2.666088,6.069964,4.06816,0.169223,1.978077,-1.40973,0.125654,0.107389,0.348464,0.54419,0.511939,0.664662,-0.756252,0.642338,0.124438,-0.363233,-0.57037,0.736709
7,2.811853,2.189738,6.948195,6.032777,-0.476349,0.878231,1.964618,0.137599,0.14533,0.319831,0.573703,0.660534,0.484314,-0.723224,0.686774,-0.072719,-0.38065,-0.30855,0.871724
10,4.1535,3.757417,5.173988,3.902402,1.567679,-1.774208,-2.130375,0.102421,0.107346,0.359413,0.435088,0.52008,0.734993,-0.892232,0.362858,0.268806,-0.126898,-0.77274,0.621908
6,2.197532,3.958816,5.157714,5.362333,0.201398,-0.016274,1.459931,0.093443,0.13876,0.347102,0.375683,0.654019,0.656598,-0.925591,0.303479,0.226236,-0.051301,-0.692734,0.719366
10,3.755385,1.492129,5.657853,3.644652,-2.466687,0.500139,-1.717681,0.123886,0.091711,0.355811,0.553782,0.432765,0.711365,-0.526803,0.844123,-0.099677,-0.643619,-0.319551,0.695444
