q1g,q2g,q3g
-9.220635935422485940e-02,-8.192006607957078024e-02,3.704062609458854682e-01
-9.380588084275320870e-02,-8.130945778714676608e-02,3.701665147018652902e-01
-9.465972093981145363e-02,-8.065123464015426513e-02,3.701636783006773124e-01
-9.435431839970445655e-02,-7.993305771871532517e-02,3.704989758039564651e-01
-9.352898658247073282e-02,-7.910917526992392035e-02,3.709537944333556880e-01
-9.336781748467545827e-02,-7.816978982026162592e-02,3.711594615516299878e-01
-9.448508476072253748e-02,-7.737459723989885407e-02,3.709002873424920299e-01
-9.631487043770925460e-02,-7.713294143557669624e-02,3.703143518489651065e-01
-9.769456784828425833e-02,-7.755717181203630739e-02,3.697752141107254475e-01
-9.785172224314477030e-02,-7.832026221864150928e-02,3.695925717062120697e-01
-9.679087074887110509e-02,-7.897742577595107116e-02,3.698325844482718283e-01
-9.506558075885666870e-02,-7.923530222902645803e-02,3.703676377966841904e-01
-9.338353529581938650e-02,-7.896881591570395487e-02,3.710135063907220587e-01
-9.219858104975961477e-02,-7.827718173410325164e-02,3.716238469581872317e-01
-9.144517950823381758e-02,-7.752460090986211527e-02,3.721421146952540449e-01
-9.070858441620620327e-02,-7.709108837816548709e-02,3.726074476069005104e-01
-8.963604189626397933e-02,-7.700700581263257571e-02,3.731176884809533911e-01
-8.813478201550425939e-02,-7.702587407861397062e-02,3.737388107933195536e-01
-8.635231617452224229e-02,-7.701133995065441440e-02,3.744063590357755156e-01
-8.462780942775356696e-02,-7.704459569072277803e-02,3.749371838333307450e-01
-8.346590159855971081e-02,-7.706552931741789125e-02,3.751776030330052913e-01
-8.341075338197921629e-02,-7.657535178142468868e-02,3.751390684179527479e-01
-8.480168082896158421e-02,-7.485437975527745036e-02,3.749776866129883590e-01
-8.747217337005927518e-02,-7.166574533662825597e-02,3.748473017212696212e-01
-9.063566141557757860e-02,-6.781766243422304719e-02,3.747774758940268236e-01
-9.331789652545229019e-02,-6.480298462861930342e-02,3.746653026473982240e-01
-9.504288240210517769e-02,-6.355332217048728638e-02,3.744142241026301443e-01
-9.591693144728605236e-02,-6.364862972389913331e-02,3.741119747703005594e-01
-9.607343400490650498e-02,-6.394585955964844637e-02,3.740171489463838816e-01
-9.532832538672939005e-02,-6.381058293426895844e-02,3.743313722951202571e-01
-9.350799617611148251e-02,-6.347339869399570844e-02,3.750183546427694470e-01
-9.087401505951316072e-02,-6.336552964571511015e-02,3.758796627348739428e-01
-8.809679336832444696e-02,-6.351128670926720066e-02,3.767326308941602031e-01
-8.583424589313133624e-02,-6.365354942732062704e-02,3.774739367859341055e-01
-8.434813523420843506e-02,-6.370220447054558699e-02,3.780381096413538144e-01
-8.348513082314164280e-02,-6.381766340593969522e-02,3.783842789446075217e-01
-8.297300713891288260e-02,-6.413506574091987211e-02,3.785215780593593204e-01
-8.265392621290419684e-02,-6.462415798759199581e-02,3.785001205471414942e-01
-8.239282427527747088e-02,-6.519109295434141749e-02,3.783971654924661587e-01
-8.191054005364936663e-02,-6.574950471817067599e-02,3.783288229189408769e-01
-8.095543423200254884e-02,-6.625018163417832617e-02,3.783959572727550458e-01
-7.962686912889642421e-02,-6.678149422659615531e-02,3.785735357651577315e-01
-7.828284706739487009e-02,-6.757999238286226118e-02,3.787217383212233557e-01
-7.713470022255695946e-02,-6.879580577651472906e-02,3.787404513243590176e-01
-7.610065856844264176e-02,-7.023531133910280999e-02,3.786796170645742032e-01
-7.506327722769663702e-02,-7.141647583916249653e-02,3.786772639193087264e-01
-7.407020405464523338e-02,-7.190633960634042199e-02,3.788311309569676322e-01
-7.330183443692735168e-02,-7.156217748028068093e-02,3.791373276714064544e-01
-7.301017501245433972e-02,-7.050964847978659356e-02,3.795031983967059874e-01
-7.347543403135589624e-02,-6.902321768368989419e-02,3.797840194621986964e-01
-7.479926821720556118e-02,-6.746873114686198492e-02,3.798439035268034725e-01
-7.652827502948164606e-02,-6.620742294949373552e-02,3.796895336374261354e-01
-7.766946413528419413e-02,-6.536821809468963684e-02,3.795557840447923437e-01
-7.745382874120325389e-02,-6.475279651112408885e-02,3.797332357336865027e-01
-7.620875604790849911e-02,-6.412687509464022606e-02,3.802238887206099704e-01
-7.528878939831157302e-02,-6.359458421669673955e-02,3.806362785314135189e-01
-7.587741023343769209e-02,-6.347635858178043988e-02,3.805512926302234700e-01
-7.774340615855480918e-02,-6.390783077917011612e-02,3.799820156639439062e-01
-7.935288254125778817e-02,-6.477550450859051456e-02,3.793705109464544645e-01
-7.939950530517864147e-02,-6.593909453423692224e-02,3.791229927666969757e-01
-7.804894051191059445e-02,-6.727391758620743234e-02,3.792451618179706330e-01
-7.648460657783837102e-02,-6.855756606462157232e-02,3.794556268292755830e-01
-7.547272430044822678e-02,-6.944727814255347020e-02,3.795735226363380344e-01
-7.472070272140445002e-02,-6.950158836537775886e-02,3.797360453605927999e-01
-7.353158674200764577e-02,-6.841613318687095324e-02,3.802114949572715785e-01
-7.176822293101091377e-02,-6.650037873198699767e-02,3.810161858591014084e-01
-7.011152497059977562e-02,-6.477519522634862803e-02,3.817781939628608345e-01
-6.950382170070826260e-02,-6.422018909728451075e-02,3.820342829551173769e-01
-7.037264765650254328e-02,-6.488842514598919253e-02,3.816418175762875120e-01
-7.232553266265469294e-02,-6.592324638725353958e-02,3.808686319361143102e-01
-7.438396143044795350e-02,-6.648125646647203013e-02,3.801352594841431176e-01
-7.542820828975507763e-02,-6.646196296882915522e-02,3.797538691629597785e-01
-7.472580921659187358e-02,-6.620514422933572452e-02,3.798768674822581293e-01
-7.251538389436647247e-02,-6.571873662913482739e-02,3.805053088207814294e-01
-7.008489315473838410e-02,-6.464700772105254345e-02,3.814245017200280641e-01
-6.890544300739528949e-02,-6.292784071341822605e-02,3.822391772269578269e-01
-6.946438593504548897e-02,-6.102701906552404632e-02,3.826407168723323093e-01
-7.091340574889966331e-02,-5.940102619587211974e-02,3.826852655295744920e-01
-7.186123518108346320e-02,-5.806549363916849865e-02,3.827361526875464603e-01
-7.158319281966760150e-02,-5.687363635068458378e-02,3.830749381866661030e-01
-7.050884748172615846e-02,-5.607937889112497160e-02,3.835904435341966900e-01
-6.951888314394036317e-02,-5.630740658905920154e-02,3.839194339274185630e-01
-6.887918374101295593e-02,-5.787100699793474440e-02,3.838728588403381714e-01
-6.797102056402655468e-02,-6.025000188754275204e-02,3.836587124264659310e-01
-6.602805981195003504e-02,-6.233399962993132343e-02,3.836824931715794862e-01
-6.302155613489761332e-02,-6.315910075084842090e-02,3.841743492554965389e-01
-5.980785900758930906e-02,-6.243106948914912968e-02,3.850252103389623648e-01
-5.746893529792083261e-02,-6.049834277772360436e-02,3.859418403664780506e-01
-5.659457272528709698e-02,-5.801479509729150913e-02,3.866774662217145053e-01
-5.709952196120428314e-02,-5.573393264149907600e-02,3.870936083166179875e-01
-5.837095606176576079e-02,-5.437040180860922695e-02,3.871461280285735107e-01
-5.956607028643734481e-02,-5.430676423313297863e-02,3.869080616997445099e-01
-6.014973692006767708e-02,-5.540253675729445160e-02,3.865224222515869501e-01
-6.020605654395197459e-02,-5.713516150317334008e-02,3.860976906912522710e-01
-6.005973443451487204e-02,-5.882058391217825921e-02,3.857144596251543822e-01
-5.976439390986401645e-02,-5.975280439828800638e-02,3.855007616060803222e-01
-5.916909703965621270e-02,-5.954984171645437419e-02,3.855750926955068825e-01
-5.826421778694060305e-02,-5.849453479134877898e-02,3.859160591460606970e-01
-5.725163913714665515e-02,-5.716944476759475841e-02,3.863907181177713701e-01
-5.647695269984898819e-02,-5.570275597839221410e-02,3.868903399509164842e-01
-5.628562079690595243e-02,-5.375195463946579044e-02,3.873767159309716712e-01
-5.669944474155610287e-02,-5.135890491869685159e-02,3.878153583742515176e-01
-5.720374239397615912e-02,-4.939992712239404948e-02,3.881460782462650694e-01
-5.712404020651250247e-02,-4.882384816573581005e-02,3.883397267553065912e-01
-5.625650879931046872e-02,-4.962959407334111700e-02,3.884411952022199244e-01
-5.495686021073546007e-02,-5.089622832466483143e-02,3.885329270909961830e-01
-5.369333699292956619e-02,-5.174283089899130855e-02,3.886557435018030970e-01
-5.271258383122531810e-02,-5.198363325376419153e-02,3.887775414060412049e-01
-5.208348790834400888e-02,-5.188448496371562274e-02,3.888454185582372324e-01
-5.188673767935903652e-02,-5.161963544351099581e-02,3.888465591819405542e-01
-5.231638358574274006e-02,-5.113931038605860901e-02,3.887952256640407334e-01
-5.355072334307180854e-02,-5.046732399114510492e-02,3.886836890032760450e-01
-5.548986370467769158e-02,-4.992083993065105085e-02,3.884832882824147404e-01
-5.769776356509738469e-02,-4.987439266445692354e-02,3.881952543672035905e-01
-5.957227605839322121e-02,-5.023722137239411412e-02,3.879106008204085687e-01
-6.045939024554147778e-02,-5.030150118941481563e-02,3.878280039554464764e-01
-5.982353491663824907e-02,-4.935971834314469703e-02,3.881375076268037683e-01
-5.769812880454647935e-02,-4.753102486713798452e-02,3.888054478254747703e-01
-5.500312287907804104e-02,-4.579028180611632859e-02,3.895094608407563275e-01
-5.303124522741321095e-02,-4.502793952291681695e-02,3.898959236543673157e-01
-5.238269111296043473e-02,-4.521169143869056134e-02,3.899141505010690900e-01
-5.256694484833993042e-02,-4.558027006916300083e-02,3.898260392635126137e-01
-5.271512436350143938e-02,-4.554648546486173011e-02,3.898838564204288315e-01
-5.245643419862015822e-02,-4.521251937474153604e-02,3.900793821314169629e-01
-5.193270214776043309e-02,-4.510230681168047456e-02,3.902272141162848595e-01
-5.127302655037292711e-02,-4.549632590541056315e-02,3.902244816040069120e-01
-5.032646077854957545e-02,-4.614407382005429603e-02,3.901708488345719261e-01
-4.882909299398362213e-02,-4.671620432207422569e-02,3.902346984235667837e-01
-4.672916608645467929e-02,-4.734741422295536684e-02,3.904465083517130175e-01
-4.443398038545658124e-02,-4.837297186954112732e-02,3.906683441969874826e-01
-4.276196287309934341e-02,-4.962404165177984605e-02,3.907456832757377208e-01
-4.245950135841682072e-02,-5.036228307417744271e-02,3.906443092161819841e-01
-4.359771734216233430e-02,-4.987985202314859645e-02,3.904585215518698305e-01
-4.546053055236919105e-02,-4.791469229984633704e-02,3.903410447846724085e-01
-4.708674442014687544e-02,-4.463661310993129877e-02,3.904232715927856145e-01
-4.799845560677505618e-02,-4.059973757983168646e-02,3.907349933371232487e-01
-4.842872255764049672e-02,-3.675372294101948017e-02,3.911608293365887445e-01
-4.875809816014582687e-02,-3.412573971196203315e-02,3.915317411969480577e-01
-4.889191239274569278e-02,-3.314128125697927973e-02,3.917976961625403431e-01
-4.839335001898110306e-02,-3.333894774004613620e-02,3.920623151683402252e-01
-4.712202893392117287e-02,-3.395068179067503578e-02,3.924187302791184995e-01
-4.545703294393971250e-02,-3.468057576962370325e-02,3.928101213729429664e-01
-4.393927447525426688e-02,-3.564476807175786383e-02,3.930940026749735750e-01
-4.287331907671373260e-02,-3.664596451747328953e-02,3.932054417540891134e-01
-4.215245101489490526e-02,-3.693768203377378184e-02,3.932303902955800456e-01
-4.142404214322076283e-02,-3.593821236796013174e-02,3.933110839381886992e-01
-4.054742864203037672e-02,-3.404388000815752185e-02,3.934781743211082095e-01
-3.993121247740097357e-02,-3.248874456945765460e-02,3.935862148950522443e-01
-4.030951026065940357e-02,-3.229251798775862464e-02,3.934380612304083091e-01
-4.204953585637274949e-02,-3.340499420477092279e-02,3.929824297793955701e-01
-4.466490952324495695e-02,-3.500789511441386448e-02,3.923681723960310563e-01
-4.703453145769100063e-02,-3.654084772638916540e-02,3.918063782650360594e-01
-4.813838159045813470e-02,-3.809677754318555737e-02,3.914199400827863551e-01
-4.766154232191183171e-02,-3.976552917324140124e-02,3.912425001765195143e-01
-4.607399211924932680e-02,-4.101227960076143930e-02,3.912916675162990687e-01
-4.430269895539185043e-02,-4.099352310710680652e-02,3.915655400744271764e-01
-4.310817262869759414e-02,-3.938953514372774828e-02,3.920024565015062246e-01
-4.252789478279692115e-02,-3.674532340454577523e-02,3.925102014192922706e-01
-4.194184533848538399e-02,-3.403369587820563591e-02,3.930301127140644057e-01
-4.080742793837290744e-02,-3.203500153249435461e-02,3.935257056207133175e-01
-3.923586888403359646e-02,-3.115795198150229928e-02,3.939169021671468096e-01
-3.775796255243429184e-02,-3.157567197510061097e-02,3.940848247032781582e-01
-3.668668900760184426e-02,-3.316214704072985298e-02,3.939810634898577857e-01
-3.588959383902373679e-02,-3.533904351033508029e-02,3.937097116902475991e-01
-3.513707227174361902e-02,-3.728859656310713061e-02,3.934615316567863785e-01
-3.444978855013021424e-02,-3.840606044025587917e-02,3.933682578470838465e-01
-3.404731937888946791e-02,-3.851062437529148563e-02,3.934332020757682069e-01
-3.408549023065184091e-02,-3.780654983106369882e-02,3.935740305530230354e-01
-3.436676432199436276e-02,-3.673154712897137852e-02,3.937211068699111860e-01
-3.430710989318170451e-02,-3.570951751268437030e-02,3.938783102207413234e-01
-3.348310201701570898e-02,-3.503999522769986330e-02,3.940655825384783428e-01
-3.224035218085998661e-02,-3.497547331731196141e-02,3.942241971020665758e-01
-3.139629137565450728e-02,-3.553903422430668146e-02,3.942628812280201678e-01
-3.124622287550304911e-02,-3.622398251306465505e-02,3.942038349204368131e-01
-3.124527665562795362e-02,-3.629805570009277116e-02,3.941887933297292812e-01
-3.068616491580578032e-02,-3.550641738878211606e-02,3.943263343289037381e-01
-2.947494381311182784e-02,-3.415425978039523386e-02,3.945943875814194035e-01
-2.824048435814693891e-02,-3.261039172446512230e-02,3.948845744112535749e-01
-2.777486551480601654e-02,-3.115307961394656044e-02,3.950843417416796677e-01
-2.841998183557004065e-02,-3.004858207899259448e-02,3.951307489707124310e-01
-2.996035516030041285e-02,-2.924146476408604617e-02,3.950477246411491228e-01
-3.196001026099196812e-02,-2.811166881691385538e-02,3.949405321262897117e-01
-3.393794503604321416e-02,-2.611205060461848498e-02,3.949203139832000997e-01
-3.522318134690902158e-02,-2.365589452561215819e-02,3.950216153336534863e-01
-3.502039820703326672e-02,-2.194411586418597293e-02,3.952031878639020168e-01
-3.293907845866124451e-02,-2.181982422582993270e-02,3.954157513857687323e-01
-2.949135053968778702e-02,-2.299740282368932520e-02,3.956425889884813696e-01
-2.590360595584578762e-02,-2.435740582105254404e-02,3.958821788871930702e-01
-2.330352662299563921e-02,-2.479820709512050095e-02,3.961264929905087828e-01
-2.207947721445582823e-02,-2.388208339704439229e-02,3.963619295434192003e-01
-2.188748227111003350e-02,-2.200517062156261486e-02,3.965704888736297229e-01
-2.212072422503551933e-02,-2.005155819163334519e-02,3.967219125403059765e-01
-2.240202295656610471e-02,-1.880514243348581360e-02,3.967786254582160721e-01
-2.282214548098588161e-02,-1.855485802333265918e-02,3.967186295974727273e-01
-2.371161761851778987e-02,-1.916275083986906935e-02,3.965524907858868908e-01
-2.506352884709543011e-02,-2.036311958369148994e-02,3.963214308763093885e-01
-2.624107144774099828e-02,-2.189824980800812379e-02,3.960887353840749081e-01
-2.645251869227616126e-02,-2.341792684101407993e-02,3.959302868515044427e-01
-2.550638202418092915e-02,-2.450494036302037354e-02,3.959057966228072267e-01
-2.395345325663977495e-02,-2.490899928664642299e-02,3.960236002825998636e-01
-2.246154316125598474e-02,-2.467619729481274060e-02,3.962373771780317022e-01
-2.126835464806797055e-02,-2.395123805682350740e-02,3.964835384524990625e-01
-2.035771194374236259e-02,-2.281122489181813817e-02,3.967094711074391489e-01
-1.994466412243733194e-02,-2.135775643095674456e-02,3.968702342810168648e-01
-2.046502175787873190e-02,-1.995488562239391278e-02,3.969175220322454511e-01
-2.208013171684991560e-02,-1.923542354243346422e-02,3.968137099912694143e-01
-2.428732615137545181e-02,-1.971725014631108344e-02,3.965753228282889453e-01
-2.607532396713086245e-02,-2.135168115049805929e-02,3.962980974310864601e-01
-2.649683773823054492e-02,-2.348902277267908567e-02,3.961148438441832731e-01
-2.532174653134440165e-02,-2.522604323300587509e-02,3.961049245955946541e-01
-2.322095827292281617e-02,-2.588835035164461021e-02,3.962404280862886208e-01
-2.129095243161893691e-02,-2.541083759589636212e-02,3.964189658109011360e-01
-2.044596264762966326e-02,-2.429412263404460634e-02,3.965389273405083848e-01
-2.121141735992805241e-02,-2.307437971326843987e-02,3.965425690553960325e-01
-2.357581369193754300e-02,-2.192868341585070546e-02,3.964254301658899360e-01
-2.655965136299457893e-02,-2.088892878649372536e-02,3.962487897170704487e-01
-2.827293803793981541e-02,-2.012862240464942734e-02,3.961378944388592171e-01
-2.717954643105171750e-02,-1.979105012428549262e-02,3.962089332262689889e-01
-2.356355410875636894e-02,-1.967646972597326960e-02,3.964657834202418574e-01
-1.945790330198841206e-02,-1.939171453599464884e-02,3.967814813605696211e-01
-1.693662968475158001e-02,-1.869821346658348191e-02,3.970049431385452299e-01
-1.650232283616618820e-02,-1.754380102256514889e-02,3.970854954244849577e-01
-1.703106082620988934e-02,-1.594391963106159618e-02,3.970946840878893935e-01
-1.697003606793752450e-02,-1.417427850072359823e-02,3.971427449928811582e-01
-1.556885519250428979e-02,-1.285925459666226872e-02,3.972840649632951582e-01
-1.323188541971557358e-02,-1.247797481276585740e-02,3.974858917346030251e-01
-1.092553655696253470e-02,-1.278757735761390686e-02,3.976724117625571320e-01
-9.382831735063363807e-03,-1.311505776967470012e-02,3.977886189513275550e-01
-8.860612424182137681e-03,-1.318438269979695619e-02,3.978193212000102341e-01
-9.348420286401008458e-03,-1.328758403060415448e-02,3.977688278695081237e-01
-1.069596512089797044e-02,-1.357300968446891257e-02,3.976566868209703842e-01
-1.262242646729232545e-02,-1.372520773167327721e-02,3.975265768325872973e-01
-1.484942359467610745e-02,-1.351217157569537669e-02,3.974257903725626484e-01
-1.713916333274711698e-02,-1.321337776023705918e-02,3.973722201811228927e-01
-1.907479594488254229e-02,-1.322851847645035647e-02,3.973618216663039604e-01
-1.996226818035949993e-02,-1.349748348280532806e-02,3.974016441074201822e-01
-1.925346549173275260e-02,-1.342544199197582590e-02,3.975103161611920344e-01
-1.715413072984744644e-02,-1.228850856000777807e-02,3.976823678592734113e-01
-1.462609765177366218e-02,-9.853793762026333974e-03,3.978698586895434985e-01
-1.263550945845834383e-02,-6.765336144188631787e-03,3.980128520738973052e-01
-1.145468071431147462e-02,-4.252577573567796129e-03,3.980868415510490643e-01
-1.068749264213440971e-02,-3.284327133207064816e-03,3.981178066306203522e-01
-9.828372116965923208e-03,-3.838051957719036331e-03,3.981559400452051034e-01
-8.774761171147289762e-03,-4.954594333100745436e-03,3.982286774138134589e-01
-7.970309250338517351e-03,-5.528632740019207709e-03,3.983055233965880904e-01
-7.988933598758751059e-03,-4.947944990573739481e-03,3.983181514762658693e-01
-8.858778516336172915e-03,-3.127543139845842361e-03,3.982348659059990470e-01
-9.859441811697218158e-03,-3.589855645200868512e-04,3.981091494330045166e-01
-1.012879186193669720e-02,2.635018715940541916e-03,3.980343275940786962e-01
-9.382585285567689865e-03,4.844208947142033227e-03,3.980541335183249152e-01
-7.951180702533601138e-03,5.515611218142604799e-03,3.981309417368128489e-01
-6.298316995814057934e-03,4.650069007395363566e-03,3.981943873780729448e-01
-4.654166510032756859e-03,2.951622563146300525e-03,3.982074629633317597e-01
-2.966898989738231407e-03,1.261497238719489584e-03,3.981884029230891575e-01
-1.106019180682967472e-03,2.986554363878653434e-05,3.981791428829015711e-01
7.967437057855682658e-04,-7.577035451050166594e-04,3.981969633053938917e-01
2.257140484722001180e-03,-1.318526180942846196e-03,3.982176263187730547e-01
2.826485861838142193e-03,-1.732426103684403312e-03,3.982079663755140886e-01
2.507407908215190679e-03,-1.682610716963399422e-03,3.981664603380728473e-01
1.756659391042355006e-03,-6.053105429192407773e-04,3.981225827493252156e-01
1.155301065683220219e-03,1.607695610871019698e-03,3.981011970138089162e-01
9.745930507621611283e-04,4.101502358262023272e-03,3.981017545894000031e-01
9.655290349979458574e-04,5.605347933803643025e-03,3.981133733018783483e-01
6.823838072308994768e-04,5.560287786263189667e-03,3.981356641664470231e-01
3.539725857300887041e-05,4.585363647187155715e-03,3.981758942050083738e-01
-5.754661636638404645e-04,3.846273740593655292e-03,3.982264133667134942e-01
-5.600813998737806058e-04,4.108954220252881637e-03,3.982504575543792669e-01
5.305031698901285352e-04,5.320613215154390910e-03,3.982015884684086959e-01
2.772677712916536003e-03,6.842151231306389282e-03,3.980724776480631943e-01
5.723103001275164220e-03,7.971536691298655025e-03,3.979188257620734914e-01
8.463836736167908506e-03,8.235486419512369483e-03,3.978166256650211841e-01
9.968543119270083241e-03,7.350255979808709844e-03,3.977949499584471638e-01
9.801941053245733990e-03,5.237710956489399425e-03,3.978220511270584847e-01
8.606193432917361510e-03,2.290817120972152982e-03,3.978549150772995868e-01
7.633719414690073694e-03,-5.454473591154701193e-04,3.978887248703829593e-01
7.646811748197790068e-03,-2.241510560912971829e-03,3.979480379541138757e-01
8.445212532133847955e-03,-2.374624074984121435e-03,3.980386373563174485e-01
9.337978705072915234e-03,-1.386474984543551456e-03,3.981302299942878764e-01
9.669140467862515770e-03,-1.115405873356213606e-04,3.981890495087481718e-01
8.940711915799487083e-03,9.629689737694800081e-04,3.982060097784967390e-01
6.988183013584821010e-03,1.959407317716288857e-03,3.981871151680926868e-01
4.276905008636690438e-03,3.214252068669271999e-03,3.981421400334367311e-01
1.738389143221265700e-03,4.762273658608737886e-03,3.980891854116419548e-01
1.248448436344260024e-04,6.212259435134578033e-03,3.980488025962163889e-01
-3.779822794927294302e-04,7.119965396135522623e-03,3.980261942717558399e-01
8.805800009302044290e-06,7.474114882482443475e-03,3.980095039877782348e-01
9.311859888430195752e-04,7.662621766262244297e-03,3.979858272182725809e-01
2.043014604463246932e-03,7.953135611784678538e-03,3.979497018082566173e-01
3.129783051960508510e-03,8.252872538138018160e-03,3.978995133323575129e-01
4.145714829475321758e-03,8.345748777199672730e-03,3.978409726895011933e-01
5.105211138512966845e-03,8.157359074690303732e-03,3.977926204238274033e-01
5.918154661323710326e-03,7.765993458375354715e-03,3.977764110057794844e-01
6.358271696491177641e-03,7.333896404988072930e-03,3.978013859116406037e-01
6.267354785858838227e-03,7.069335312429439466e-03,3.978552331823219657e-01
5.816050553079056204e-03,7.271287284512896291e-03,3.979043143613304467e-01
5.506268980678093346e-03,8.337426460883222423e-03,3.978978069386626126e-01
5.811416127982148121e-03,1.040960814690798653e-02,3.978001410550435768e-01
6.747785839377852882e-03,1.288364131751287139e-02,3.976412234621768960e-01
7.880165412607623154e-03,1.454114366842060649e-02,3.975161352540274029e-01
8.880003191155817766e-03,1.456047981463430042e-02,3.974968033614275087e-01
1.007118401165151347e-02,1.345731853380500477e-02,3.975398705620513118e-01
1.217992793002905215e-02,1.271761849553101550e-02,3.975183805449840069e-01
1.536145502839069039e-02,1.340318642316645943e-02,3.973631852750951210e-01
1.860790643604339281e-02,1.524910253839962745e-02,3.971536111421162252e-01
2.035807727027332675e-02,1.715705058479065001e-02,3.970447417110485322e-01
1.985702047870705964e-02,1.830663861642927576e-02,3.971115043329736527e-01
1.781401380361700634e-02,1.860436956796599622e-02,3.972917787841558912e-01
1.565916840561695431e-02,1.827402598009610427e-02,3.974748743293518571e-01
1.429504128011465855e-02,1.731922200172734960e-02,3.976083862426296744e-01
1.375188371809653830e-02,1.559414905265981387e-02,3.976998832802150496e-01
1.377005577971951271e-02,1.331280241391203691e-02,3.977500315391045982e-01
1.424222099733241965e-02,1.124468194421400849e-02,3.977264866512542629e-01
1.503286935346386140e-02,1.034238888815946014e-02,3.976029047140876016e-01
1.584960448985990242e-02,1.110020443469591535e-02,3.974034158806358241e-01
1.658362523272473646e-02,1.314069130761118948e-02,3.971913865654171927e-01
1.750444183423817759e-02,1.531592260672759442e-02,3.970208524636957281e-01
1.885270987427180300e-02,1.638543353609212341e-02,3.969088061731960160e-01
2.041533138982524684e-02,1.584222568738388043e-02,3.968489979442451632e-01
2.171261143214086101e-02,1.417380136616170141e-02,3.968349250696548980e-01
2.238130141258022274e-02,1.241423928993055405e-02,3.968645037898076433e-01
2.219462246978338646e-02,1.150948703117581247e-02,3.969326599955396162e-01
2.096313464525233899e-02,1.200522926560873560e-02,3.970199217539366332e-01
1.881458165696548238e-02,1.391732200373139820e-02,3.970867887371624105e-01
1.647846688435322324e-02,1.664959500869310147e-02,3.970881739510320196e-01
1.501680027275692671e-02,1.932915974622633273e-02,3.969891921329763429e-01
1.507517731370070641e-02,2.150774524541783361e-02,3.967737830838429236e-01
1.633263525637139446e-02,2.344738560482297757e-02,3.964587533303465805e-01
1.767991066491959515e-02,2.562086472164365122e-02,3.961080257175435548e-01
1.812236342310433526e-02,2.808856026631249836e-02,3.958061466966487640e-01
1.769414639431102915e-02,3.042718996581081706e-02,3.956010282215829399e-01
1.734099544686146938e-02,3.208904098603461430e-02,3.954876560064314872e-01
1.780609223390603596e-02,3.275704885958707208e-02,3.954497896067184493e-01
1.889999159673790355e-02,3.250150645591936421e-02,3.954891424645957665e-01
2.002434501092848623e-02,3.177403868515481233e-02,3.955914728675620773e-01
2.108578830384013128e-02,3.113248705842065062e-02,3.956910612409122452e-01
2.247150306247404361e-02,3.075828782584597021e-02,3.957152388350332894e-01
2.421433943639234379e-02,3.027499307136630874e-02,3.956692035834971088e-01
2.568336385227897381e-02,2.928995433772476481e-02,3.956313628519305126e-01
2.627938909502531076e-02,2.798977619686393581e-02,3.956554448836306359e-01
2.617046065081998774e-02,2.698334891646656311e-02,3.957058035764229875e-01
2.613094212513824080e-02,2.668264003128848275e-02,3.956987245362065808e-01
2.677723788709328659e-02,2.708541774308585032e-02,3.955850251698020403e-01
2.806773471565772796e-02,2.802288610422252330e-02,3.953870500625735196e-01
2.945527147633990664e-02,2.931923572374856360e-02,3.951706113582251212e-01
3.035096459794675572e-02,3.069783133919023674e-02,3.949996294016941967e-01
3.045823165519433509e-02,3.177469864513694786e-02,3.949110988686628243e-01
2.973737357218712851e-02,3.230620092485489425e-02,3.949112141262050568e-01
2.830606991117620014e-02,3.237596879363185964e-02,3.949720079514780213e-01
2.641567766042152848e-02,3.232402353956246449e-02,3.950395706025841558e-01
2.443763046363235311e-02,3.252362539242744516e-02,3.950652867983455163e-01
2.277853237061003983e-02,3.318351487564833585e-02,3.950329005839193774e-01
2.177428805574253140e-02,3.419584450213312282e-02,3.949596586388504638e-01
2.153369185606360606e-02,3.514488565501924094e-02,3.948827528631097539e-01
2.179358377053117884e-02,3.561408965522073339e-02,3.948406147570156510e-01
2.203290292454965910e-02,3.568320865959619115e-02,3.948391441516046485e-01
2.182529274903708891e-02,3.592838576336581519e-02,3.948510360421736420e-01
2.111167392725068689e-02,3.657208814972601196e-02,3.948834218279055341e-01
2.021605436347800183e-02,3.692466970874295346e-02,3.950039675651704218e-01
1.966530718857118984e-02,3.618435615412238238e-02,3.952420680158668098e-01
1.994065984758521329e-02,3.451275196181628757e-02,3.955028758580740877e-01
2.128067688269700414e-02,3.275491728882125309e-02,3.956435950306079752e-01
2.354191933060780645e-02,3.140099971789721972e-02,3.956111785143576753e-01
2.611332734286953353e-02,3.035626497245730651e-02,3.954705931711430256e-01
2.814264446578546713e-02,2.949426793176569694e-02,3.953201774162181659e-01
2.919999122056574081e-02,2.904971415762446635e-02,3.951865222827404267e-01
2.971081854958192159e-02,2.952802364754692974e-02,3.949886288603001172e-01
3.046742564348243684e-02,3.127327119535568828e-02,3.946272428482277550e-01
3.169130782778167843e-02,3.402516677373555731e-02,3.941218013338111947e-01
3.277934700887467218e-02,3.692102678470599725e-02,3.936344755014268282e-01
3.310214617688360395e-02,3.906013623357091485e-02,3.933310224825643520e-01
3.285496046856452301e-02,4.012918700388273113e-02,3.932274530729472084e-01
3.292697219987614221e-02,4.051833295977993327e-02,3.931824084043695766e-01
3.401549711148733196e-02,4.093553546420328204e-02,3.930251653258231559e-01
3.612274097255066541e-02,4.189886086963260509e-02,3.926765402191625953e-01
